MeasureItem;Year;Month;Value;ProvidedValue;AVG_Value;FromAreaCode;ToAreaCode;MeasureTime;Direction;Flag;FromAreaMemberType;ToAreaMemberType
Physical Energy & Power Flows;2024;2;17;17;17;GR;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;266;266;266;GR;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;43;43;43;GR;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;154;154;154;GR;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;80;80;80;GR;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;116;116;116;GR;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;82;82;82;GR;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;125;125;125;GR;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;37;37;37;GR;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;222;222;222;GR;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;46;46;46;GR;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;142;142;142;GR;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;52;52;52;GR;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;194;194;194;GR;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;27;27;27;GR;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;197;197;197;GR;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;79;79;79;GR;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;160;160;160;GR;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;273;273;273;GR;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;23;23;23;GR;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;261;261;261;GR;MK;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;37;37;37;GR;MK;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;6;6;6;GR;TR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;73;73;73;GR;TR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;4;4;4;GR;TR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;85;85;85;GR;TR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;24;24;24;GR;TR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;39;39;39;GR;TR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;37;37;37;GR;TR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;20;20;20;GR;TR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;36;36;36;GR;TR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;15;15;15;GR;TR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;26;26;26;GR;TR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;24;24;24;GR;TR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;6;6;6;GR;TR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;57;57;57;GR;TR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;11;11;11;GR;TR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;69;69;69;GR;TR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;7;7;7;GR;TR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;103;103;103;GR;TR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;9;9;9;GR;TR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;68;68;68;GR;TR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;14;14;14;GR;TR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;51;51;51;GR;TR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;7;7;7;GR;TR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;83;83;83;GR;TR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;157;157;157;HR;BA;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;98;98;98;HR;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;105;105;105;HR;BA;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;143;143;143;HR;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;156;156;156;HR;BA;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;163;163;163;HR;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;113;113;113;HR;BA;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;178;178;178;HR;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;195;195;195;HR;BA;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;89;89;89;HR;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;370;370;370;HR;BA;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;20;20;20;HR;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;297;297;297;HR;BA;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;15;15;15;HR;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;332;332;332;HR;BA;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;19;19;19;HR;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;185;185;185;HR;BA;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;70;70;70;HR;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;240;240;240;HR;BA;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;72;72;72;HR;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;132;132;132;HR;BA;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;91;91;91;HR;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;287;287;287;HR;BA;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;38;38;38;HR;BA;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;22;22;22;HR;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;339;339;339;HR;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;37;37;37;HR;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;228;228;228;HR;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;55;55;55;HR;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;192;192;192;HR;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;21;21;21;HR;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;284;284;284;HR;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;38;38;38;HR;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;172;172;172;HR;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;18;18;18;HR;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;328;328;328;HR;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;19;19;19;HR;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;427;427;427;HR;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;7;7;7;HR;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;487;487;487;HR;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;6;6;6;HR;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;399;399;399;HR;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;26;26;26;HR;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;195;195;195;HR;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;4;4;4;HR;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;313;313;313;HR;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;10;10;10;HR;HU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;528;528;528;HR;HU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;25;25;25;HR;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;44;44;44;HR;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;18;18;18;HR;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;122;122;122;HR;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;28;28;28;HR;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;132;132;132;HR;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;36;36;36;HR;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;133;133;133;HR;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;91;91;91;HR;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;47;47;47;HR;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;203;203;203;HR;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;4;4;4;HR;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;257;257;257;HR;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;1;1;1;HR;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;248;248;248;HR;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;1;1;1;HR;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;100;100;100;HR;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;18;18;18;HR;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;77;77;77;HR;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;52;52;52;HR;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;93;93;93;HR;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;28;28;28;HR;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;149;149;149;HR;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;13;13;13;HR;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;139;139;139;HR;SI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;111;111;111;HR;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;159;159;159;HR;SI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;99;99;99;HR;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;213;213;213;HR;SI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;78;78;78;HR;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;192;192;192;HR;SI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;96;96;96;HR;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;28;28;28;HR;SI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;523;523;523;HR;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;899;899;899;HR;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;1;1;1;HR;SI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;907;907;907;HR;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;855;855;855;HR;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;27;27;27;HR;SI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;305;305;305;HR;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;83;83;83;HR;SI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;322;322;322;HR;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;77;77;77;HR;SI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;266;266;266;HR;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;64;64;64;HR;SI;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;255;255;255;HR;SI;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;3;3;3;HU;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;624;624;624;HU;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;34;34;34;HU;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;418;418;418;HU;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;44;44;44;HU;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;400;400;400;HU;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;25;25;25;HU;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;434;434;434;HU;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;19;19;19;HU;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;611;611;611;HU;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;0;0;0;HU;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;681;681;681;HU;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;2;2;2;HU;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;648;648;648;HU;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;2;2;2;HU;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;160;160;160;HU;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;21;21;21;HU;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;386;386;386;HU;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;60;60;60;HU;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;449;449;449;HU;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;28;28;28;HU;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;452;452;452;HU;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;5;5;5;HU;AT;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;543;543;543;HU;AT;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;339;339;339;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;22;22;22;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;228;228;228;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;37;37;37;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;192;192;192;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;55;55;55;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;284;284;284;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;21;21;21;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;172;172;172;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;38;38;38;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;328;328;328;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;18;18;18;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;427;427;427;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;19;19;19;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;487;487;487;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;7;7;7;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;399;399;399;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;6;6;6;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;195;195;195;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;26;26;26;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;313;313;313;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;4;4;4;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;528;528;528;HU;HR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;10;10;10;HU;HR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;190;190;190;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;19;19;19;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;128;128;128;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;32;32;32;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;136;136;136;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;11;11;11;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;136;136;136;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;14;14;14;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;262;262;262;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;5;5;5;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;303;303;303;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;0;0;0;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;309;309;309;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;0;0;0;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;269;269;269;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;1;1;1;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;204;204;204;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;9;9;9;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;325;325;325;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;13;13;13;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;11;422;422;422;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;11;1;1;1;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;12;474;474;474;HU;RO;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;12;0;0;0;HU;RO;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;1;66;66;66;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;1;67;67;67;HU;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;2;53;53;53;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;2;89;89;89;HU;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;3;40;40;40;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;3;99;99;99;HU;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;4;84;84;84;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;4;64;64;64;HU;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;5;115;115;115;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;5;42;42;42;HU;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;6;111;111;111;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;6;23;23;23;HU;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;7;75;75;75;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;7;74;74;74;HU;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;8;46;46;46;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;8;109;109;109;HU;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;9;12;12;12;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;9;25;25;25;HU;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2024;10;31;31;31;HU;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2024;10;96;96;96;HU;RS;Monthly Value;Import;Harmonized;M;M
